Country,Location_Type,MT,Cost Centre,Grade,Jan_HC,Feb_HC,Mar_HC,Apr_HC,May_HC,Jun_HC,Jul_HC,Aug_HC,Sep_HC,Oct_HC,Nov_HC,Dec_HC,Jan_Budget,Feb_Budget,Mar_Budget,Apr_Budget,May_Budget,Jun_Budget,Jul_Budget,Aug_Budget,Sep_Budget,Oct_Budget,Nov_Budget,Dec_Budget,Dec_Variance
UAE,Onshore,Risk,Risk_UAE_1072,B4,1,3,1,3,1,2,1,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,Risk,Risk_CN_1071,B6,1,3,1,3,3,2,3,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UK,Onshore,Risk,Risk_UK_1057,B6,2,2,3,2,1,3,1,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
IN,Onshore,CFCR,CFCR_IN_1079,B6,5,3,4,4,4,5,3,3,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
US,Onshore,Risk,Risk_US_1067,B5,3,5,4,4,5,3,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
GBS IN,Offshore,T&O,T&O_GBS IN_1200,B4,4,3,2,4,3,3,2,4,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
IN,Onshore,T&O,T&O_IN_1186,B7,2,2,3,1,1,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
GBS IN,Offshore,S&T,S&T_GBS IN_1064,B4,4,4,4,6,5,5,4,4,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UK,Onshore,Risk,Risk_UK_1058,B6,3,4,3,4,2,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
IN,Onshore,T&O,T&O_IN_1187,B4,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,T&O,T&O_CN_1210,B6,3,4,4,3,3,5,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UAE,Onshore,CIB,CIB_UAE_1107,B7,5,4,6,5,5,5,6,5,4,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
HK,Onshore,WRB,WRB_HK_1126,B6,4,2,4,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,CIB,CIB_GBS IN_1093,B5,1,1,1,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
SG,Onshore,CFCR,CFCR_SG_1071,B4,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,Risk,Risk_HK_1071,B7,5,6,5,6,6,6,4,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
UK,Onshore,Risk,Risk_UK_1059,B6,3,2,1,1,3,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
GBS IN,Offshore,CIB,CIB_GBS IN_1094,B4,4,2,3,3,4,4,4,2,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,T&O,T&O_SG_1211,B4,2,1,3,2,3,1,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
GBS IN,Offshore,WRB,WRB_GBS IN_1130,B4,5,5,4,5,4,6,5,6,4,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
CN,Onshore,T&O,T&O_CN_1211,B7,3,3,2,4,3,3,4,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
CN,Onshore,CFCR,CFCR_CN_1077,B7,3,2,3,2,2,2,4,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UAE,Onshore,CFCR,CFCR_UAE_1069,B4,4,4,4,3,4,3,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0
US,Onshore,S&T,S&T_US_1078,B6,4,3,4,4,2,2,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,Risk,Risk_UK_1060,B6,5,3,4,4,5,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
IN,Onshore,T&O,T&O_IN_1188,B6,3,1,2,2,2,2,3,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
US,Onshore,WRB,WRB_US_1139,B6,2,3,3,2,4,3,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
SG,Onshore,GCFO,GCFO_SG_1022,B5,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,CIB,CIB_IN_1106,B4,3,1,3,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
SG,Onshore,CFCR,CFCR_SG_1072,B7,2,1,2,1,1,2,3,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
GBS IN,Offshore,T&O,T&O_GBS IN_1201,B6,4,3,4,4,5,4,4,3,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1202,B4,4,6,6,5,6,6,5,4,5,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
US,Onshore,CFCR,CFCR_US_1077,B4,4,3,2,3,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,WRB,WRB_UAE_1101,B6,3,4,4,3,3,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UAE,Onshore,WRB,WRB_UAE_1102,B4,3,3,2,3,2,3,4,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
CN,Onshore,GCFO,GCFO_CN_1024,B7,4,3,4,3,5,3,4,5,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
SG,Onshore,WRB,WRB_SG_1133,B5,4,4,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,T&O,T&O_HK_1177,MD,4,2,2,2,3,3,2,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,T&O,T&O_GBS IN_1203,MD,3,4,4,5,5,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
GBS IN,Offshore,WRB,WRB_GBS IN_1131,B6,4,3,3,3,4,4,3,5,3,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UK,Onshore,WRB,WRB_UK_1143,B6,5,5,3,5,5,5,3,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
GBS IN,Offshore,Risk,Risk_GBS IN_1069,B7,3,5,3,3,5,5,5,5,5,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
SG,Onshore,T&O,T&O_SG_1212,MD,2,3,2,2,3,3,3,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,WRB,WRB_UK_1144,B5,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HK,Onshore,T&O,T&O_HK_1178,B6,6,6,5,6,5,6,4,6,6,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
US,Onshore,CIB,CIB_US_1112,B6,3,4,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
SG,Onshore,CFCR,CFCR_SG_1073,MD,4,3,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,S&T,S&T_HK_1066,B7,2,4,4,2,2,2,2,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UK,Onshore,T&O,T&O_UK_1198,B6,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,T&O,T&O_CN_1212,B6,3,2,1,3,2,3,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
CN,Onshore,CFCR,CFCR_CN_1078,B7,2,1,2,2,2,1,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
IN,Onshore,WRB,WRB_IN_1136,B5,4,6,4,5,4,6,5,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
CN,Onshore,CIB,CIB_CN_1089,B6,1,1,2,1,1,3,3,2,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
HK,Onshore,CFCR,CFCR_HK_1067,B6,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,CIB,CIB_CN_1090,B7,3,1,1,1,2,1,3,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UAE,Onshore,Risk,Risk_UAE_1073,B6,4,5,5,4,5,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UK,Onshore,T&O,T&O_UK_1199,B7,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,Risk,Risk_HK_1072,B4,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,T&O,T&O_CN_1213,B5,4,4,4,4,4,5,4,6,4,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UK,Onshore,WRB,WRB_UK_1145,B6,5,6,5,6,6,5,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UAE,Onshore,CIB,CIB_UAE_1108,B6,2,2,4,2,3,4,4,4,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,T&O,T&O_US_1204,B7,2,3,1,1,1,3,3,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
US,Onshore,WRB,WRB_US_1140,MD,4,5,5,5,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
HK,Onshore,T&O,T&O_HK_1179,B6,1,3,2,2,1,1,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
HK,Onshore,WRB,WRB_HK_1127,B6,4,5,4,4,5,6,6,6,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
GBS IN,Offshore,CIB,CIB_GBS IN_1095,B6,4,6,6,4,5,5,5,4,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
SG,Onshore,S&T,S&T_SG_1058,MD,3,3,3,3,5,5,5,5,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
SG,Onshore,S&T,S&T_SG_1059,B5,3,1,2,2,1,1,3,3,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,T&O,T&O_CN_1214,B5,5,4,3,3,4,4,4,4,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0
CN,Onshore,T&O,T&O_CN_1215,B5,3,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
GBS IN,Offshore,CIB,CIB_GBS IN_1096,MD,1,3,2,1,1,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
HK,Onshore,T&O,T&O_HK_1180,B6,4,2,3,3,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,T&O,T&O_SG_1213,B6,3,3,3,2,3,1,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UK,Onshore,WRB,WRB_UK_1146,B6,1,2,2,2,1,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
IN,Onshore,T&O,T&O_IN_1189,B5,5,4,4,4,6,4,4,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,T&O,T&O_HK_1181,B7,2,1,1,3,3,3,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
GBS IN,Offshore,Risk,Risk_GBS IN_1070,B6,5,4,3,3,5,3,3,3,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0
SG,Onshore,T&O,T&O_SG_1214,B4,2,2,2,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,T&O,T&O_HK_1182,B6,4,5,5,6,5,4,4,4,4,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
IN,Onshore,Risk,Risk_IN_1056,B7,4,4,4,3,2,2,2,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,T&O,T&O_UAE_1221,B6,2,1,2,2,1,1,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
HK,Onshore,T&O,T&O_HK_1183,B6,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,T&O,T&O_CN_1216,B5,4,5,5,6,6,6,5,5,6,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
GBS IN,Offshore,CFCR,CFCR_GBS IN_1063,B6,4,4,4,2,4,4,2,3,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,CIB,CIB_HK_1104,B7,5,5,6,5,6,5,6,6,4,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
SG,Onshore,CIB,CIB_SG_1095,B5,6,6,6,6,4,6,6,6,5,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
IN,Onshore,T&O,T&O_IN_1190,B4,6,6,6,5,4,6,6,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,Risk,Risk_HK_1073,B6,4,2,4,4,3,4,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,T&O,T&O_UK_1200,B6,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
IN,Onshore,WRB,WRB_IN_1137,B5,1,3,2,2,2,3,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
HK,Onshore,Risk,Risk_HK_1074,B6,3,4,4,3,3,2,4,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,WRB,WRB_HK_1128,B6,3,2,3,2,2,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
IN,Onshore,Risk,Risk_IN_1057,B4,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
US,Onshore,WRB,WRB_US_1141,B4,4,3,4,4,2,4,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,T&O,T&O_HK_1184,B4,3,2,3,2,3,4,3,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,WRB,WRB_HK_1129,B6,2,3,2,2,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,WRB,WRB_UK_1147,B7,2,2,2,2,2,1,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
IN,Onshore,T&O,T&O_IN_1191,B4,3,4,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
GBS IN,Offshore,Risk,Risk_GBS IN_1071,B6,6,5,6,6,6,6,4,6,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UAE,Onshore,S&T,S&T_UAE_1069,B7,5,5,4,6,4,5,5,4,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
IN,Onshore,WRB,WRB_IN_1138,B5,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UK,Onshore,T&O,T&O_UK_1201,B6,5,6,4,5,4,6,4,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UAE,Onshore,CFCR,CFCR_UAE_1070,B5,4,2,2,3,4,4,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,CIB,CIB_UK_1103,B4,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,T&O,T&O_UAE_1222,B5,4,3,2,2,2,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,Risk,Risk_US_1068,B4,3,3,3,1,3,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
HK,Onshore,CIB,CIB_HK_1105,B7,2,4,4,4,4,4,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UK,Onshore,T&O,T&O_UK_1202,B6,2,4,3,2,4,4,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,T&O,T&O_US_1205,B6,3,5,5,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0
SG,Onshore,CIB,CIB_SG_1096,B6,2,1,3,2,1,3,1,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
SG,Onshore,GCFO,GCFO_SG_1023,B7,2,1,3,3,1,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
HK,Onshore,S&T,S&T_HK_1067,B6,2,4,3,2,4,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,S&T,S&T_UK_1073,MD,2,3,3,2,2,3,2,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,WRB,WRB_GBS IN_1132,B5,4,3,4,4,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,GCFO,GCFO_UAE_1035,B7,4,3,4,3,4,4,2,3,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
US,Onshore,CIB,CIB_US_1113,B6,3,3,1,2,1,2,1,1,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
IN,Onshore,S&T,S&T_IN_1058,B6,2,2,2,3,3,3,3,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
US,Onshore,CIB,CIB_US_1114,B6,3,4,4,3,4,2,4,3,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
CN,Onshore,T&O,T&O_CN_1217,B5,4,2,2,3,4,2,3,4,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
IN,Onshore,T&O,T&O_IN_1192,MD,4,4,6,6,6,6,5,4,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
IN,Onshore,CFCR,CFCR_IN_1080,B6,2,1,3,2,1,3,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UK,Onshore,T&O,T&O_UK_1203,B6,2,1,3,3,2,1,3,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
GBS IN,Offshore,WRB,WRB_GBS IN_1133,MD,3,4,3,3,4,4,2,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,CIB,CIB_HK_1106,B6,3,2,3,2,3,4,2,2,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,CIB,CIB_IN_1107,B7,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,T&O,T&O_GBS IN_1204,B7,4,3,3,5,5,5,3,3,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UK,Onshore,CIB,CIB_UK_1104,B7,1,1,3,2,2,2,1,3,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
US,Onshore,T&O,T&O_US_1206,B6,3,3,3,4,2,4,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
CN,Onshore,T&O,T&O_CN_1218,B6,3,4,5,3,5,4,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
SG,Onshore,S&T,S&T_SG_1060,B4,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HK,Onshore,CIB,CIB_HK_1107,B6,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,WRB,WRB_HK_1130,B7,3,4,2,4,2,3,3,2,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,CIB,CIB_IN_1108,B4,4,4,4,3,4,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,T&O,T&O_UK_1204,B5,1,3,1,3,3,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
IN,Onshore,Risk,Risk_IN_1058,B6,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
IN,Onshore,T&O,T&O_IN_1193,B7,2,2,3,3,1,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
GBS IN,Offshore,CFCR,CFCR_GBS IN_1064,B7,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
HK,Onshore,CFCR,CFCR_HK_1068,B6,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,T&O,T&O_US_1207,B7,3,5,3,5,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UAE,Onshore,T&O,T&O_UAE_1223,B7,2,3,1,1,1,1,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,T&O,T&O_CN_1219,B7,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,S&T,S&T_IN_1059,B5,4,2,2,3,4,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,S&T,S&T_GBS IN_1065,B6,2,4,2,3,4,3,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,Risk,Risk_UK_1061,B5,2,2,4,4,4,4,3,4,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
CN,Onshore,WRB,WRB_CN_1130,B4,4,4,5,3,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
GBS IN,Offshore,T&O,T&O_GBS IN_1205,B6,4,6,4,6,5,6,5,4,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
US,Onshore,CIB,CIB_US_1115,B6,4,2,2,3,2,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
IN,Onshore,T&O,T&O_IN_1194,B6,5,5,4,6,5,5,6,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,WRB,WRB_HK_1131,B6,2,1,1,1,1,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
IN,Onshore,CIB,CIB_IN_1109,B7,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UK,Onshore,WRB,WRB_UK_1148,B6,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,Risk,Risk_CN_1072,B4,4,6,4,4,6,5,5,5,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
CN,Onshore,T&O,T&O_CN_1220,B4,2,3,3,3,2,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,CIB,CIB_GBS IN_1097,B6,2,3,3,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,S&T,S&T_UAE_1070,B5,2,2,2,3,2,3,2,3,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1206,B7,2,2,2,2,2,3,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,T&O,T&O_SG_1215,B4,1,2,3,2,3,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UAE,Onshore,Risk,Risk_UAE_1074,B5,5,3,4,5,3,3,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UK,Onshore,CIB,CIB_UK_1105,B6,5,4,5,4,5,5,5,3,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
HK,Onshore,S&T,S&T_HK_1068,B6,5,3,4,3,3,3,5,4,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
HK,Onshore,T&O,T&O_HK_1185,B6,6,5,5,4,5,4,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
GBS IN,Offshore,CIB,CIB_GBS IN_1098,B6,3,4,3,4,4,3,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,WRB,WRB_IN_1139,B4,1,1,3,1,2,3,3,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UK,Onshore,CIB,CIB_UK_1106,B6,4,5,5,4,5,3,3,5,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UAE,Onshore,GCFO,GCFO_UAE_1036,B6,2,4,4,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,S&T,S&T_HK_1069,B7,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,Risk,Risk_IN_1059,B6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UK,Onshore,WRB,WRB_UK_1149,B6,5,5,4,5,4,4,5,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
GBS IN,Offshore,S&T,S&T_GBS IN_1066,B5,4,5,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
SG,Onshore,T&O,T&O_SG_1216,B7,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HK,Onshore,CIB,CIB_HK_1108,B7,3,3,3,2,3,1,3,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
IN,Onshore,T&O,T&O_IN_1195,B6,3,4,3,2,2,4,2,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,Risk,Risk_HK_1075,B6,4,4,5,5,4,3,5,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
US,Onshore,CIB,CIB_US_1116,B5,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,T&O,T&O_CN_1221,B4,2,4,2,4,2,4,3,4,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,S&T,S&T_SG_1061,B6,1,2,2,2,3,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
SG,Onshore,T&O,T&O_SG_1217,B5,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
US,Onshore,T&O,T&O_US_1208,B6,4,5,5,5,4,5,6,5,6,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
SG,Onshore,CFCR,CFCR_SG_1074,B5,2,3,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
CN,Onshore,T&O,T&O_CN_1222,B7,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
